F_peak,force_peak_step,F_drop_ratio,end_slope,force_auc,E_peak,E_softening_ratio,energy_auc,ux_s12_med,ux_s12_p95,ux_s12_max,R_local_p95,R_local_max,failure_score,failure_flag,__index_level_0__,P_fail,F_peak_norm,LocalRisk_norm,SustainabilityScore
0.16669,12,0.0,0.02942,0.5636,149.655941,0.0,441.5908390000001,0.902485,2.201403499999999,2.64873,2.439268794008466,2.934929663168995,0,0,60030,3.016987893238956e-06,0.06417398468509743,0.08290649625472868,0.5155041845976563
0.0,0,0.0,-0.024119999999999975,-2.2526,141.842643,0.0,421.38982100000004,0.81004,2.0426249999999997,2.64348,2.5216347309742297,3.2633943962478464,1,0,60031,3.426836374441897e-06,0.0,0.09479116858089082,0.4810400528656346
0.0,0,0.0,-0.02872000000000008,-2.9207899999999998,156.072793,0.0,462.082985,0.81378,1.912336,2.34409,2.349942241945069,2.880495953598644,1,0,60032,3.426836374441897e-06,0.0,0.07001746906208461,0.48599479276939583
0.41448,12,0.0,0.023390000000000022,2.22559,160.102068,0.0,475.63393800000006,0.45428999999999997,1.8359514999999984,2.77433,4.041364537979339,6.106958097015215,0,0,60033,3.016987893238956e-06,0.1595706591413953,0.3140746666617145,0.5169688877444081
1.32155,12,0.0,0.08051999999999992,6.8495800000000004,161.268983,0.0,477.217358,0.9261349999999999,2.073655999999999,3.30238,2.23904290169463,3.5657652463563467,0,0,60034,3.016987893238956e-06,0.5087835470669536,0.054015680354067286,0.7435871289687168
0.76184,12,0.0,0.05623999999999996,3.80088,161.980516,0.0,478.232924,0.7096899999999999,1.8153649999999997,2.65091,2.5579689687638703,3.7353069597496,0,0,60035,3.016987893238956e-06,0.2933007888445295,0.10003387601867814,0.6266421107245825
0.2989,12,0.0,0.007429999999999992,1.7394999999999998,161.253619,0.0,479.6728959999999,0.6441600000000001,2.0381459999999993,3.20497,3.16403688033402,4.975425352435069,0,0,60036,3.016987893238956e-06,0.11507351384231579,0.18748408664891225,0.5200384310974288
0.0,0,0.0,-0.013419999999999987,-1.2682799999999999,147.642259,0.0,439.20102799999995,0.804745,2.0226304999999996,2.56608,2.5133806329789175,3.1886870956779014,1,0,60037,3.426836374441897e-06,0.0,0.093600175633611,0.48127825145509057
0.42816,12,0.0,0.017579999999999985,2.39877,159.578513,0.0,472.38851,0.600525,1.7850414999999995,2.47968,2.9724682519920593,4.129186954532806,0,0,60038,3.016987893238956e-06,0.16483732247148186,0.1598424369610943,0.5504486653495755
0.28606,12,0.0,0.014749999999999985,1.5520100000000001,151.565448,0.0,451.122665,0.815915,1.9865359999999994,2.41247,2.43473400729888,2.956766326202158,0,0,60039,3.016987893238956e-06,0.11013024212021696,0.08225216685476244,0.5386131791952093
0.08827,12,0.0,0.005030000000000007,0.47187,135.27071,0.0,401.288495,0.844325,2.016302,2.3707,2.3880638351487122,2.8078050480468955,0,0,60040,3.016987893238956e-06,0.03398306813938178,0.0755180759933804,0.5018864103770682
0.41567,12,0.0,0.029090000000000005,2.1326799999999997,149.63477,0.0,443.356809,0.849145,2.109791999999998,3.07624,2.4846074551641832,3.62274993832296,0,0,60041,3.016987893238956e-06,0.16002879725271127,0.0894484619190854,0.5621231977485919
0.0,0,0.0,-0.011819999999999997,-0.39213,164.830354,0.0,491.04073999999997,0.6763300000000001,2.069618499999999,2.78247,3.060072001744602,4.114071527044384,1,0,60042,1.5630515419942564e-05,0.0,0.1724828790990237,0.46549560892248526
0.5505,12,0.0,0.04193000000000002,2.7413399999999997,133.478178,0.0,395.109001,0.709505,1.9641769999999998,2.65199,2.768376540308558,3.7378031109889247,0,0,60043,3.016987893238956e-06,0.21193700023484388,0.13039381769932135,0.5798882280836111
0.0,0,0.0,-0.011680000000000024,-1.46333,148.635789,0.0,439.800102,0.871585,2.0732114999999993,2.72337,2.378668170770873,3.124617790433959,1,0,60044,3.426836374441897e-06,0.0,0.07416236516763419,0.4851658135482859
0.36232,12,0.0,0.020569999999999977,1.9349,159.307684,0.0,472.977735,0.706235,1.8671329999999982,2.363,2.643784289020247,3.345911766839775,0,0,60045,3.016987893238956e-06,0.13948958024539262,0.11241626368259344,0.5472600288922309
0.0,0,0.0,-0.04857,-4.629829999999999,150.2269,0.0,446.088366,0.84995,2.0372999999999992,2.60392,2.396964524505012,3.063615503190052,1,0,60046,3.1567812120627097e-06,0.0,0.07680236632471665,0.4846379483444506
0.0,0,0.0,-0.02569000000000002,-0.63018,154.092585,0.0,453.786885,0.9159900000000001,2.150651,2.77548,2.3478979002522973,3.0300330756558114,1,0,60047,3.426836374441897e-06,0.0,0.06972248873360976,0.4860537888350908
0.0,0,0.0,-0.01801999999999998,-0.9805799999999999,184.147716,0.0,550.328628,0.47387999999999997,2.167539999999998,3.01128,4.574027170224468,6.354520118269351,1,0,60048,3.426836374441897e-06,0.0,0.39093314818734454,0.42181165694434386
0.0,0,0.0,-0.02792,-1.71797,162.238398,0.0,482.581998,0.6392249999999999,1.9821899999999997,2.5028,3.100926898821343,3.9153662577099366,1,0,60049,3.426836374441897e-06,0.0,0.17837787747533024,0.4643227110867467
0.64485,12,0.0,0.03859000000000001,3.37178,152.480286,0.0,451.374631,0.883165,2.157357999999998,2.69155,2.442757579339354,3.0476185049819473,0,0,60050,3.016987893238956e-06,0.24826080763204195,0.08340989695654016,0.6074469159307663
0.0,0,0.0,-0.03158,-2.18447,160.761665,0.0,477.678778,0.613115,1.7935764999999981,2.35559,2.925350867414184,3.8420035330370266,1,0,60051,3.426836374441897e-06,0.0,0.15304381732289885,0.46938952311723303
0.32861,12,0.0,0.03417999999999999,1.51767,135.628926,0.0,402.130261,0.6867300000000001,1.9463005,2.40489,2.8341567969447135,3.5019439903572813,0,0,60052,3.016987893238956e-06,0.1265115670248357,0.13988532382978053,0.5352772102525152
0.0,0,0.0,-0.011509999999999992,-0.61983,130.515514,0.0,386.58774,0.7901050000000001,1.9372064999999996,2.35358,2.451834246775005,2.978819267086249,1,0,60053,3.426836374441897e-06,0.0,0.08471957935997226,0.4830543707098183
0.0,0,0.0,-0.03509000000000001,-1.67562,172.658164,0.0,513.4779040000001,0.654055,1.9800529999999998,2.46269,3.0273493773041262,3.7652643833236277,1,0,60054,3.426836374441897e-06,0.0,0.16776129535392809,0.46644602751102715
0.22357,12,0.0,0.008690000000000003,1.27435,179.481123,0.0,535.58765,0.5960449999999999,2.060496499999999,2.88398,3.456947875652092,4.838527284284699,0,0,60055,3.016987893238956e-06,0.08607221642598374,0.2297485387795578,0.49708489196313366
-0.0,0,0.0,-0.016339999999999993,-0.40727,166.511839,0.0,495.75710300000003,0.57871,2.0164899999999997,2.80728,3.484456803088841,4.850927053531256,1,0,60056,6.4624338421522295e-06,0.0,0.23371783240594884,0.45325320230188915
0.50489,12,0.0,0.026549999999999963,2.7269200000000002,139.526985,0.0,414.03487399999995,0.81365,2.053485,2.72258,2.5237940115236355,3.346131624966347,0,0,60057,3.016987893238956e-06,0.19437760590112685,0.09510273356436943,0.5781667477437429
0.13232,11,0.0074062877871824435,-0.0009799999999999809,0.87415,166.813339,0.0,496.32810500000005,0.768945,2.3024649999999984,3.30511,2.9943168848301007,4.298239790494457,1,0,60058,7.751239072619893e-06,0.05094187805826438,0.16299500040686293,0.49286806332822336
0.37418,12,0.0,0.05374000000000001,1.5261500000000001,128.302332,0.0,379.307728,0.835205,2.2284029999999997,2.73002,2.6680910642679447,3.2686825351037383,0,0,60059,3.016987893238956e-06,0.14405556175817238,0.11592351522086747,0.5488415693409661
0.0,0,0.0,-0.06011,-1.8038100000000001,155.428525,0.0,460.78469700000005,0.9069149999999999,2.414692999999998,3.18606,2.662535074772678,3.513074540047221,1,0,60060,3.1567812120627097e-06,0.0,0.11512183533921577,0.4769740545415508
0.5097,12,0.0,0.03662000000000004,2.55072,154.345405,0.0,458.617714,0.7187399999999999,1.9385839999999999,2.58385,2.697197870304703,3.594971751127012,0,0,60061,3.016987893238956e-06,0.19622940784686638,0.12012336852128969,0.5740885217252285
0.0,0,0.0,-0.03336,-2.0063400000000002,142.344723,0.0,422.044196,0.81969,2.0015465,2.69708,2.441833495050771,3.290365866009875,1,0,60062,3.426836374441897e-06,0.0,0.0832765598104317,0.4833429746197264
0.25288,12,0.0,0.021769999999999984,1.22906,146.004827,0.0,430.98463100000004,0.89678,2.130981499999999,2.57741,2.376258946033297,2.8740716754677047,0,0,60063,3.016987893238956e-06,0.09735627360469995,0.07381473546024586,0.5339136812163542
1.48088,12,0.0,0.11220000000000008,7.346749999999999,171.280985,0.0,507.91494,0.87579,2.0808849999999994,3.65473,2.3760090862238554,4.1730665979594805,0,0,60064,3.016987893238956e-06,0.5701240052820629,0.07377868291143647,0.7703047575647974
0.0,0,0.0,-0.0076000000000000095,-0.50268,145.018036,0.0,431.253542,0.77983,1.9979129999999994,2.46021,2.5619853012041265,3.1548029658325496,1,0,60065,3.426836374441897e-06,0.0,0.10061339707755013,0.47987560716630273
0.28539,12,0.0,0.005909999999999971,1.68461,162.866435,0.0,483.54599199999996,0.744085,2.0728329999999993,2.8913,2.7857475922969175,3.8857119766078987,0,0,60066,3.016987893238956e-06,0.10987229881384576,0.13290030604204722,0.5283545797045668
0.44506,12,0.0,0.024390000000000023,2.3761799999999997,154.539177,0.0,458.79855499999996,0.650655,2.0733555,3.02385,3.1865666087457,4.647393772971246,0,0,60067,3.016987893238956e-06,0.17134365363218823,0.19073492612981974,0.5475233330961835
0.0,0,0.0,-0.0051199999999999996,-0.4057,173.906299,0.0,517.489434,0.637115,1.8429149999999994,2.55343,2.8925939541643277,4.007800783205857,1,0,60068,5.305775240359525e-06,0.0,0.14831728600749744,0.4703338899108803
0.22023,12,0.0,0.015310000000000018,1.10994,156.052019,0.0,462.33548900000005,0.6743399999999999,1.9123039999999998,2.4165,2.835815756390225,3.583503865137018,0,0,60069,3.016987893238956e-06,0.08478634979422284,0.14012469692670154,0.5143667270178244
0.66831,12,0.0,0.03862999999999994,3.4814,145.902675,0.0,431.47720699999996,0.837855,2.2819304999999996,3.39127,2.7235386758764477,4.047561924142529,0,0,60070,3.016987893238956e-06,0.257292673255129,0.12392411254921781,0.6038600056237743
0.23959,12,0.0,0.013059999999999988,1.28455,197.124137,0.0,588.0605320000001,0.546765,1.969184,2.61552,3.6015180130375617,4.783627326577914,0,0,60071,3.016987893238956e-06,0.09223975637832198,0.2506087241215726,0.4959966248708998
0.27855,12,0.0,0.013429999999999997,1.4815800000000001,163.608929,0.0,482.477539,0.8107949999999999,2.007841499999999,2.83905,2.476386136475451,3.5015632761652906,0,0,60072,3.016987893238956e-06,0.10723896714880249,0.08826219873427943,0.5359655353335987
1.15404,12,0.0,0.0771599999999999,5.92016,164.288381,0.0,487.42139199999997,0.971055,2.195092,3.29682,2.260522831085239,3.3950909027860514,0,0,60073,3.016987893238956e-06,0.44429387057405856,0.057115043170793356,0.710722418158924
0.09002,12,0.0,0.0057900000000000035,0.47104,149.150189,0.0,443.83869599999997,0.81932,1.99982,2.5432,2.4408289771507725,3.104037490719087,0,0,60074,3.016987893238956e-06,0.034656800656022974,0.08313161680939224,0.5007005684721865
0.10417,12,0.0,0.0015499999999999958,0.6374299999999999,168.039353,0.0,501.47008400000004,0.536305,2.199489,3.15742,4.101190546235461,5.887358861305864,0,0,60075,3.016987893238956e-06,0.04010440929057891,0.3227070276946719,0.4555092906124084
0.0,0,0.0,-0.0027299999999999963,-0.44139000000000006,145.23086,0.0,428.94259200000005,0.8132550000000001,1.9475609999999992,2.35549,2.394772854277227,2.896373212711421,1,0,60076,1.2221504483902834e-05,0.0,0.07648612779864905,0.4846966636880283
0.09299,12,0.0,0.002490000000000006,0.5308700000000001,134.687174,0.0,399.103296,0.67937,1.9422079999999988,2.69365,2.858836859356701,3.96492337906454,0,0,60077,3.016987893238956e-06,0.035800220984265455,0.1434464373866824,0.4892093145208496
0.55177,12,0.0,0.03127000000000002,2.95257,156.69506,0.0,465.987588,0.77304,2.2647435,3.21572,2.9296588754402633,4.159836484321851,0,0,60078,3.016987893238956e-06,0.21242593754692063,0.15366542457529625,0.5754783753644545
1.22753,12,0.0,0.08538000000000001,6.26272,180.190451,0.0,535.2015240000001,0.931595,2.159312999999999,3.75137,2.3178666670410775,4.026824957168271,0,0,60079,3.016987893238956e-06,0.4725867863728936,0.06538924881169572,0.723214034930161
0.0,0,0.0,-0.048860000000000015,-3.18884,164.43243,0.0,489.91865,0.634045,2.326469,3.12126,3.669249022278783,4.92277361240484,1,0,60080,3.1567812120627097e-06,0.0,0.26038170650732223,0.4479220803079295
0.2263,12,0.0,0.013330000000000009,1.18104,154.502825,0.0,457.32549200000005,0.882965,2.090415499999997,2.63699,2.3674953114024926,2.98651701597853,0,0,60081,3.016987893238956e-06,0.087123239151944,0.07255022090714114,0.5290500669005972
0.31484,12,0.0,0.022139999999999993,1.5941800000000002,178.735677,0.0,530.271483,0.72297,1.8349279999999994,2.58667,2.538041685632817,3.577838632892321,0,0,60082,3.016987893238956e-06,0.12121025459389329,0.09715854625145087,0.5411719095527099
0.00136,5,1.647058823529412,-0.022419999999999995,-0.36535000000000006,161.41204,0.0,480.799492,0.653535,2.268812999999999,3.17659,3.471601362633061,4.860627196920399,2,1,60083,0.9999793872052991,0.0005235864129325844,0.23186290665564818,-0.0461004817273129
0.13867,12,0.0,0.013169999999999987,0.63335,168.354134,0.0,499.234709,0.744215,2.088771499999998,2.70886,2.80667750205696,3.6398890056772726,0,0,60084,3.016987893238956e-06,0.05338656461864814,0.1359203059167241,0.49950771263203264
0.00051,4,0.0,-0.008350000000000003,-0.16254000000000002,174.401291,0.0,519.745387,0.487115,2.0005949999999997,2.61407,4.107028106079614,5.36643296682214,1,0,60085,1.1952931599986844e-05,0.00019634490484971915,0.3235493356740124,0.43538232885182243
0.62225,12,0.0,0.03313999999999995,3.3750100000000005,172.142833,0.0,512.524935,0.7715700000000001,2.2548564999999994,3.40217,2.922426347677557,4.409411972459514,0,0,60086,3.016987893238956e-06,0.2395600334171328,0.152621835129026,0.5892541411888146
0.0,0,0.0,-0.03270000000000001,-1.85524,158.197745,0.0,468.057753,0.81759,2.007702999999999,2.51583,2.4556354622052172,3.0771291196356003,1,0,60087,3.426836374441897e-06,0.0,0.0852680609470633,0.48294467439240013
0.0,0,0.0,-0.023309999999999997,-1.06382,163.729243,0.0,485.82702800000004,0.79972,2.0939389999999993,2.7963,2.618340165785099,3.4965988052110757,1,0,60088,3.426836374441897e-06,0.0,0.10874490294275369,0.47824930599326204
0.71662,12,0.0,0.04031000000000007,3.8276700000000003,147.016798,0.0,436.588411,0.8454200000000001,2.032489999999999,2.67497,2.4041186600694093,3.164072291684521,0,0,60089,3.016987893238956e-06,0.27589154061452104,0.07783464447381544,0.6223773329185508
0.23488,12,0.0,0.02914,1.01851,159.832373,0.0,473.236905,0.83508,1.9470114999999997,2.56287,2.3315269167845867,3.0690113485306663,0,0,60090,3.016987893238956e-06,0.0904264534335334,0.06736030138604604,0.5317396579456108
0.40879,12,0.0,0.02839999999999998,2.0719700000000003,152.956995,0.0,452.37832000000003,0.929855,2.2301549999999994,2.92984,2.398390068990982,3.1508568506370813,0,0,60091,3.016987893238956e-06,0.15738006598728763,0.07700805971844521,0.5632869125560082
1.10189,12,0.0,0.07706999999999997,5.577559999999999,144.705479,0.0,427.415428,0.9203399999999999,2.1189584999999997,3.20829,2.302364884387982,3.485983437114563,0,0,60092,3.016987893238956e-06,0.42421664157815103,0.06315247941295743,0.6994763164125374
0.02838,12,0.0,0.01109,-0.0034699999999999974,173.891886,0.0,516.873775,0.750265,2.0130475,2.62806,2.6831152956847046,3.5028423243749316,0,0,60093,3.016987893238956e-06,0.010926016469872606,0.11809137822247262,0.4818432240964951
0.0,0,0.0,-0.023889999999999967,-2.3944199999999998,158.113149,0.0,470.89862200000005,0.7640450000000001,1.9507824999999999,2.4665,2.5532298456854896,3.2282129937003536,1,0,60094,3.426836374441897e-06,0.0,0.09935006269760444,0.4801282740422919
0.2824,12,0.0,0.016869999999999996,1.48299,173.519254,0.0,517.410504,0.58303,2.0654374999999967,2.90698,3.5425921418407365,4.985986990401888,0,0,60095,3.016987893238956e-06,0.1087211786854131,0.24210624486247073,0.5059378318762658
0.0,0,0.0,-0.043420000000000014,-3.8178699999999997,142.889189,0.0,423.731927,0.830795,2.071974,2.74313,2.4939654156633524,3.301813319408743,1,0,60096,3.1567812120627097e-06,0.0,0.09079873241039321,0.4818386751273153
0.03816,12,0.0,0.0007500000000000007,0.24105,173.945843,0.0,518.973086,0.52104,1.9723854999999986,2.76435,3.7854780750317074,5.3054467885278545,0,0,60097,3.016987893238956e-06,0.014691218762873102,0.27715252533893325,0.45191359581970325
0.47235,12,0.0,0.03570000000000001,2.34245,152.977454,0.0,451.46486400000003,0.961825,2.1987844999999995,2.68261,2.2860546333417666,2.7890832502907665,0,0,60098,3.016987893238956e-06,0.18185003099169575,0.06079905521379747,0.5787636959591417
0.0,0,0.0,-0.04548999999999992,-3.0845100000000003,170.829382,0.0,509.08529799999997,0.5779650000000001,2.1004745,2.92464,3.6342589886338112,5.060237202840592,1,0,60099,3.1567812120627097e-06,0.0,0.2553329557752723,0.4489318304543395
0.00786,6,0.2748091603053435,-0.012130000000000002,-0.10314,156.203078,0.0,462.871255,0.792975,2.1142374999999998,2.77855,2.6662095240503048,3.503956614642383,2,1,60100,0.9999361929431344,0.0030260214747427306,0.11565202569766275,-0.02158549087372839
0.30376,12,0.0,0.014529999999999987,1.66384,176.553284,0.0,524.094976,0.802925,2.103115,2.96023,2.6193168694220295,3.6868076050853973,0,0,60101,3.016987893238956e-06,0.11694456528853074,0.10888583259295015,0.5366936076317287
0.0,0,0.0,0.008640000000000002,-0.28786,151.282993,0.0,446.76637400000004,0.721075,2.0419124999999987,2.47558,2.8317616020084415,3.433179622878092,0,0,60102,3.016987893238956e-06,0.0,0.13953971849797075,0.4720905478064592
0.16271,12,0.0,0.008899999999999991,0.87573,162.071126,0.0,482.422025,0.44948,1.936828999999999,2.46087,4.309043774341362,5.474926569647311,0,0,60103,3.016987893238956e-06,0.0626417244472506,0.3526984003297024,0.4607796736637382
0.0,0,0.0,-0.05173,-2.34816,140.406873,0.0,416.85827399999994,0.74488,1.98634,2.47414,2.6666577130992137,3.3215282954012344,1,0,60104,3.1567812120627097e-06,0.0,0.11571669539223162,0.4768550825309476
0.0,0,0.0,-0.020100000000000007,-0.59376,160.039218,0.0,476.00587700000005,0.59613,2.222028499999999,3.01363,3.7274227035589154,5.055323494782474,1,0,60105,3.426836374441897e-06,0.0,0.2687756514497363,0.4462431562918655
0.48108,12,0.0,0.04621999999999998,2.24831,165.209067,0.0,489.333461,0.81145,1.7821349999999998,2.55746,2.1962351319289724,3.1517160599522875,0,0,60106,3.016987893238956e-06,0.18521099377471154,0.04783889981322187,0.5830362084307648
0.90126,12,0.0,0.05650999999999995,4.675660000000001,138.544099,0.0,409.920881,0.9179200000000001,2.173872499999999,2.67129,2.3682592139094254,2.910155565942396,0,0,60107,3.016987893238956e-06,0.34697609597030954,0.07266044524645515,0.6589544504419171
0.0,0,0.0,-0.03361000000000003,-2.32861,158.621778,0.0,472.13629000000003,0.626395,2.0872409999999975,2.79604,3.332148239797331,4.46370101219885,1,0,60108,3.426836374441897e-06,0.0,0.21174106101390455,0.4576500743790319
0.27561,12,0.0,0.006970000000000032,1.59639,146.0827,0.0,433.294303,0.7642249999999999,2.0718224999999997,2.6273,2.7110111515443602,3.4378618817261124,0,0,60109,3.016987893238956e-06,0.10610709652084528,0.12211650217981512,0.5286287393305129
0.94839,12,0.0,0.05884,4.93832,174.433564,0.0,518.5360129999999,0.7883100000000001,1.9911894999999995,2.73677,2.5258965349597275,3.471692603833907,0,0,60110,3.016987893238956e-06,0.3651206751184806,0.0954061090010675,0.6634776072650801
0.45483,12,0.0,0.02324000000000004,2.4758999999999998,156.943549,0.0,466.673493,0.7484999999999999,2.089192,2.97157,2.791171672957687,3.9700333948296147,0,0,60111,3.016987893238956e-06,0.17510500602509366,0.13368295265178248,0.5608144039882437
